timestamp,open,high,low,close,volume
2026-02-15 18:52:58.966815,1.1000111501753442,1.1001087402197856,1.0998218605529626,1.1000496714153012,337
2026-02-15 18:57:58.966815,1.1000930130616944,1.1001767434151792,1.0999801581535011,1.1000358449851841,481
2026-02-15 19:02:58.966815,1.1001098567716971,1.1001830224970486,1.0999486726513907,1.1001006138389942,488
2026-02-15 19:07:58.966815,1.1002655265673467,1.1002832322074725,1.1001683970132263,1.1002529168246349,434
2026-02-15 19:12:58.966815,1.100130986058095,1.1002930276256184,1.100087401570741,1.1002295014871626,784
2026-02-15 19:17:58.966815,1.1000959421238075,1.1002810544865622,1.1000817648771715,1.1002060877914677,979
2026-02-15 19:22:58.966815,1.100352980776005,1.100397414381224,1.100352980776005,1.1003640090730185,756
2026-02-15 19:27:58.966815,1.1004530978491045,1.1005706267145947,1.1004257607756278,1.1004407525459337,286
2026-02-15 19:32:58.966815,1.1003375452159534,1.100566031846439,1.1002773440799678,1.1003938051073403,219
2026-02-15 19:37:58.966815,1.100393626441175,1.1005966762442132,1.1003159168376753,1.100448061111699,795
2026-02-15 19:42:58.966815,1.1004297929739089,1.1004468893625152,1.10030294263374,1.1004017193424176,456
2026-02-15 19:47:58.966815,1.1003832890910836,1.1003832890910836,1.1002706722559483,1.1003551463670607,462
2026-02-15 19:52:58.966815,1.1003724555411978,1.100399053393011,1.1002441383573507,1.1003793425942172,690
2026-02-15 19:57:58.966815,1.1002270246558106,1.1002638211403688,1.1001831990143294,1.1001880145697513,262
2026-02-15 20:02:58.966815,1.099956812671714,1.1001913054764503,1.0999187616498878,1.1000155227865,107
2026-02-15 20:07:58.966815,1.0999414972877217,1.1000163337075357,1.0997745300627735,1.099959294033576,710
2026-02-15 20:12:58.966815,1.0999404048018318,1.0999697695258048,1.0998312140416215,1.0998580109215426,416
2026-02-15 20:17:58.966815,1.0998928517612991,1.1000441997321617,1.099871905473159,1.0998894356548021,967
2026-02-15 20:22:58.966815,1.0998049488729793,1.0999773471060084,1.0997919479614948,1.09979863324725,126
2026-02-15 20:27:58.966815,1.0997727002064148,1.0997727002064148,1.0995831040868493,1.0996574028771164,986
2026-02-15 20:32:58.966815,1.0997340006457161,1.0998286535432598,1.099727409374735,1.0998039677540086,375
2026-02-15 20:37:58.966815,1.099821211642292,1.0999374334707404,1.0997371494475774,1.09978139012396,924
2026-02-15 20:42:58.966815,1.0998713422584192,1.0998993578507095,1.0997717479622138,1.0997881429444287,571
2026-02-15 20:47:58.966815,1.0996294252294825,1.0997313586528579,1.099612911208122,1.0996456681258073,890
2026-02-15 20:52:58.966815,1.0996342113926976,1.0996487091760763,1.0994422362383696,1.0995912298533548,967
2026-02-15 20:57:58.966815,1.0995532211374655,1.0997302835242437,1.0995532211374655,1.099602322112326,815
2026-02-15 21:02:58.966815,1.0994528861348052,1.099632151997424,1.0993842109695744,1.0994872227545835,997
2026-02-15 21:07:58.966815,1.0995440408772206,1.0995440408772206,1.0994129001287207,1.0995247925564182,771
2026-02-15 21:12:58.966815,1.099504657021082,1.0995097955051831,1.099463076046013,1.0994647286874264,576
2026-02-15 21:17:58.966815,1.0994916061380673,1.0996615195152213,1.0992500983813571,1.099435559312447,277
2026-02-15 21:22:58.966815,1.0994538700805712,1.0994538700805712,1.0992448424489967,1.099375388651224,803
2026-02-15 21:27:58.966815,1.0995572441417472,1.099586248934972,1.0994798503809071,1.099560616469675,651
2026-02-15 21:32:58.966815,1.0996189473349598,1.0996956213418652,1.0995283383178698,1.0995592667472012,459
2026-02-15 21:37:58.966815,1.0994363804121332,1.0994836887178059,1.0992712883677518,1.0994534956543056,335
2026-02-15 21:42:58.966815,1.0995808547110952,1.0995863122041079,1.0994925058344733,1.0995357501455159,132
2026-02-15 21:47:58.966815,1.0994240402204114,1.0994240402204114,1.0993606062140298,1.0994136657805187,640
2026-02-15 21:52:58.966815,1.0994568360353734,1.0995384175687513,1.0993269039350297,1.0994345521400193,644
2026-02-15 21:57:58.966815,1.0992597605213323,1.099437803684266,1.0992000745899466,1.0992385851276312,199
2026-02-15 22:02:58.966815,1.0990255312722517,1.0991345695966854,1.0990255312722517,1.0991057665227415,756
2026-02-15 22:07:58.966815,1.0990692465533853,1.0992637583861864,1.0990189084723734,1.0991254526463283,429
2026-02-15 22:12:58.966815,1.0992044263763188,1.0992504861444372,1.0991329099917182,1.0991992993043278,164
2026-02-15 22:17:58.966815,1.0991320721784648,1.0993710469884899,1.09912998454587,1.0992164361324468,221
2026-02-15 22:22:58.966815,1.099246431859368,1.0993463456861439,1.0991649775847911,1.099204871304208,654
2026-02-15 22:27:58.966815,1.0992183387329635,1.0992183387329635,1.0990919542153266,1.0991747609346492,984
2026-02-15 22:32:58.966815,1.0990432672632562,1.0990837626661012,1.0989938357321025,1.0990269087356124,820
2026-02-15 22:37:58.966815,1.0988988676141351,1.0989836602021879,1.0987636564746264,1.098954924314773,575
2026-02-15 22:42:58.966815,1.0989778673846202,1.099175321886877,1.098776559510806,1.0989088604376769,841
2026-02-15 22:47:58.966815,1.099116433192285,1.0992020151049922,1.0988847576427352,1.099014572660299,226
2026-02-15 22:52:58.966815,1.0990562883306279,1.0990614735864361,1.0989368885910118,1.0990489344892556,967
2026-02-15 22:57:58.966815,1.098898157242642,1.0989334458288813,1.0988611012467622,1.0988726304737193,285
2026-02-15 23:02:58.966815,1.0989151258033987,1.098916742974217,1.0988846229146347,1.098905038870659,848
2026-02-15 23:07:58.966815,1.0988930491020672,1.0988930491020672,1.098859255782772,1.0988665306426173,190
2026-02-15 23:12:58.966815,1.0987928605047552,1.0989231743163477,1.0986878256484884,1.0987988384425866,654
2026-02-15 23:17:58.966815,1.0988582778594786,1.0988680101983923,1.0987466712721106,1.0988600060714708,145
2026-02-15 23:22:58.966815,1.0990083919037452,1.0990953464562017,1.0987945111036135,1.0989631060237204,124
2026-02-15 23:27:58.966815,1.0991735152437268,1.0992361697037536,1.0989079071365873,1.099056234035632,965
2026-02-15 23:32:58.966815,1.0989023087215897,1.0990549706798234,1.0989023087215897,1.0989723122833097,806
2026-02-15 23:37:58.966815,1.0989362004215044,1.0990788708427301,1.0988149676475403,1.0989413910457246,448
2026-02-15 23:42:58.966815,1.0989154943646033,1.0990305731233745,1.0988522548612374,1.098974517388865,710
2026-02-15 23:47:58.966815,1.099151673146506,1.0992414894773963,1.0989542504380359,1.0990720719015772,867
2026-02-15 23:52:58.966815,1.0989947675793266,1.0990931881840373,1.0988684517625715,1.0990241544777926,972
2026-02-15 23:57:58.966815,1.0989334285404369,1.0990496968463122,1.098902076363549,1.0990055885801262,534
2026-02-16 00:02:58.966815,1.098926864432668,1.098926864432668,1.098771449509175,1.0988949550827256,429
2026-02-16 00:07:58.966815,1.0988625499760547,1.0988625499760547,1.098586623822022,1.0987753344203175,984
2026-02-16 00:12:58.966815,1.0988897668959852,1.098918316909533,1.0988484642101475,1.098856587002557,393
2026-02-16 00:17:58.966815,1.0990024508992782,1.0990620685535002,1.098890913545832,1.098992211005414,345
2026-02-16 00:22:58.966815,1.099005467039395,1.0990698905390293,1.0989747092056792,1.098985009993256,265
